Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
34.710110056421705,0,3,25.13033016926512,3,0,4,2.5797798871565867,1,3.5797798871565867,3,3.4494497178914667,0,1,0,1.0,2,23987.797798871565,1
37.662911579714645,0,1,13.00168978912841,2,1,3,4.0,0,4.3337088420285355,3,4.333145578985732,1,2,0,2.0,1,23383.99380410653,1
35.22224942332272,0,1,14.099987759504774,2,1,3,4.0,0,4.577775057667727,3,4.211112471166136,1,2,0,1.7888875288338637,1,23379.96671154848,1
42.68299616571499,0,3,11.546396932571993,2,1,2,4.136599233142999,1,3.863400766857002,2,2.7268015337140037,0,3,1,1.0,1,28019.74987438513,1
23.0,1,1,12.0,2,1,3,1.0,0,5.0,0,2.0,1,3,0,0.8026120484394244,1,16601.0,1
35.85030182141484,1,3,29.31975854286813,3,0,3,4.0,3,3.0,0,3.0,0,3,0,2.0,3,26321.38772636606,1
20.0,1,1,10.0,1,1,2,3.0,0,5.0,2,2.0,0,3,1,0.8476704105354645,1,17973.0,1
45.863176087608764,0,2,8.395512112639837,2,1,3,4.0,2,4.467663974968925,0,2.06467205006215,0,4,1,0.26616801251553746,2,25479.870655899875,1
26.330403818357254,0,3,11.955946157552367,3,1,2,4.955946157552366,1,3.022026921223817,3,2.977973078776183,0,3,0,1.955946157552366,2,24420.524196278006,1
30.833485015087767,0,2,20.414922326490657,2,0,3,3.7497724773683467,3,4.583257492456116,1,3.0,0,3,0,1.8334850150877688,3,26059.841675829826,1
26.0,0,2,23.0,2,0,2,3.0,0,3.0,1,1.0,1,5,0,1.0,1,17741.0,1
41.412234606700295,1,1,10.940824044974775,1,0,2,3.451019550558358,1,3.0,1,1.548980449441642,0,2,0,0.0,1,20396.920433033807,1
35.8770958476955,0,1,20.49161660921799,1,1,2,4.561452076152248,0,3.0,1,1.7807260380761243,0,4,1,1.5614520761522486,0,27176.026534342684,1
24.0,1,1,13.0,2,1,4,2.0,0,5.0,0,3.0,1,3,0,2.9326616435722546,1,20279.0,1
49.99041394875352,0,1,24.84892624178873,2,1,2,3.214628073258803,0,3.214628073258803,1,2.0,0,3,0,0.0,1,17588.93165265933,1
43.92593572279143,1,2,8.751635715786723,2,1,3,4.583878571928908,0,3.0,1,3.0,1,3,1,1.5838785719289077,1,21362.248364284213,1
39.83650285829817,1,1,14.52893713990468,2,0,3,5.519222857399593,0,3.0,1,5.278834286099389,1,3,0,1.7596114286997966,1,21460.086605712102,1
45.44195708299107,0,3,19.187842852537774,2,1,3,3.624314294924452,4,4.624314294924452,2,3.127057115226645,1,4,1,2.0,0,32424.16590029012,1
39.39582906709372,0,1,24.274994880512466,1,0,3,4.0,0,3.280208546645314,1,4.439582906709372,1,4,0,2.280208546645314,1,21850.488550412458,1
46.338669367037674,1,3,19.12906450636986,3,0,2,3.0,3,3.0,1,2.0,0,3,0,0.0,3,22652.004002025278,1
37.09869097459136,0,1,17.552637822699715,1,0,2,3.546053151891643,0,3.453946848108357,1,1.0,0,4,0,0.5460531518916429,1,17430.190797278374,1
38.6785201253611,1,3,11.892840041787034,1,0,3,3.8214319916425934,3,4.821431991642593,2,2.714272033429627,0,3,1,2.0,3,28238.928975013827,1
54.11739856375433,1,1,9.109314696070191,1,1,2,3.0,0,3.0,1,2.7813706078596176,0,1,0,0.4453426519649044,1,17469.016167735368,1
45.98400158422009,0,2,12.08072828086733,2,0,3,4.637090837080905,3,3.0,0,5.185454185404525,0,3,1,1.637090837080905,3,29251.797811196848,1
41.26278460338203,1,2,22.10582309492696,2,1,3,4.473721539661797,2,3.0,2,3.421164618985392,0,4,0,1.0,2,24607.156961508455,1
47.0,1,3,16.0,3,1,4,5.0,3,3.0,3,3.0,0,5,0,2.463172716751342,3,28297.0,1
26.815841301310194,0,2,15.76534655822415,2,0,2,3.7653465582241505,0,4.530693116448301,1,2.7653465582241505,0,4,1,0.7653465582241507,1,20454.390100377,1
35.06388118922092,1,3,28.148895048623263,3,0,2,3.0,3,3.0,0,2.0,0,3,0,0.30319405946104605,3,22643.547910891917,1
21.029790832605265,1,3,15.420059762112782,2,1,2,4.0,0,3.579940237887218,2,4.159880475774436,0,4,0,1.710029881056391,1,20299.728894400912,1
36.56328893095382,1,2,18.62026641427711,1,0,3,4.873422138092371,0,3.0,1,5.183555345230927,0,1,1,1.4367110690461853,1,24101.101332071386,1
20.11995369302389,1,2,11.88004630697611,1,1,3,4.0,2,4.11995369302389,3,2.11995369302389,0,3,1,1.0,2,21669.480972446498,1
20.0,1,1,10.0,1,1,2,3.0,0,5.0,2,2.0,0,3,1,0.9167916907023351,1,17973.0,1
31.558689709433775,0,1,12.0,2,0,3,3.4413102905662267,0,3.7206551452831134,2,2.8380345641506604,0,2,0,1.2793448547168866,1,21102.79344854717,1
24.401445630913194,1,2,11.189880583607644,2,1,3,4.0,0,3.0,1,3.4014456309131935,1,1,0,1.8028912618263873,1,20960.226021356437,1
53.30338954305157,1,2,18.096510265683463,2,0,3,2.158624144526378,3,3.317248289052756,1,7.048255132841732,1,2,1,1.682751710947244,0,32333.343963868407,1
34.17394518805145,0,1,30.881992169721634,2,0,2,3.1180078302783643,0,3.8819921697216357,1,2.4720313211134566,1,2,0,0.8819921697216359,1,17022.708046981672,1
29.471334270303494,1,1,24.64755618020233,3,1,3,4.8237780901011655,0,3.176221909898835,1,3.176221909898835,1,2,0,2.0,1,21064.180449441617,1
33.61761981467667,0,1,7.278278447282821,1,0,4,4.165164658151538,0,4.721721552717179,2,6.608607763585896,0,3,0,2.4434431054343584,1,21042.782784472827,1
30.086188189644968,0,2,30.284529525887578,2,0,2,3.814641142233727,2,3.543094094822485,1,2.2715470474112425,0,3,0,0.27154704741124236,2,22627.59502400873,1
39.41467982460201,0,1,24.207339912301006,2,0,3,2.0,0,4.195106725132662,2,5.012233187168345,0,2,0,1.0,1,21427.43914619894,1
23.0,1,1,10.0,2,0,3,4.0,1,3.0,0,2.0,1,5,1,2.0,2,22849.0,1
29.378079049455064,0,1,18.243841901089873,2,1,2,4.0,0,5.0,1,4.243841901089873,1,4,1,0.8109604752724683,1,17332.353446653815,1
29.0,1,1,9.0,2,1,3,4.433966725366535,0,3.0,2,4.650950088049801,0,3,0,1.7830166373167329,1,22158.44334938365,1
37.860154875402735,0,1,12.559380498389059,1,1,2,3.5699225622986326,2,3.0,1,1.2849612811493163,0,3,1,0.5699225622986324,0,27171.564651530345,1
33.252113896192526,0,2,33.219542711072194,3,0,2,3.5934857629759347,1,5.0,2,3.9674288148796735,0,1,1,1.4065142370240653,2,21686.650172548445,1
45.95726725926173,1,3,17.0,2,0,3,4.104273274073827,3,4.104273274073827,1,6.478633629630864,0,1,0,2.7914534518523455,3,25969.059879703756,1
34.0,0,2,29.0,2,0,2,3.0,3,5.0,1,1.0,1,3,1,0.0,3,24950.0,1
29.0,1,1,10.400903999890833,2,1,3,5.066064000072778,0,3.0,1,5.132128000145557,1,2,0,1.0,1,22131.259736000837,1
42.42481970197491,0,1,14.25592179063661,2,0,3,5.319258507388475,1,3.6596292536942374,1,6.319258507388475,0,3,0,1.0,2,23438.32183343102,1
42.642691034417034,0,1,25.821345517208517,2,0,3,2.0,0,3.119102988527655,1,7.702242528680863,0,2,0,1.0,1,21436.04717609178,1
44.2407319228653,0,1,9.737024692011424,2,0,3,3.0,0,3.0,0,6.586422692378233,0,3,0,0.0,1,25237.69995238347,1
33.79266211618243,0,1,20.377986348547275,3,0,3,4.0,0,3.069112627939192,1,6.654436860304042,0,1,0,1.9308873720608084,1,21113.03242320885,1
36.40071989896528,0,3,8.82671465993102,2,0,2,3.1732853400689818,0,3.1732853400689818,1,4.6534293198620365,1,4,1,1.1732853400689818,1,20179.602840396754,1
21.299299245357012,0,2,7.0,1,0,3,5.870070075464299,0,5.0,1,2.129929924535701,0,2,0,1.8700700754642987,1,21002.220420452784,1
32.87003128464949,0,1,22.960250277195943,3,1,3,5.0,0,4.564984357675254,2,3.7400625692989857,1,3,0,1.5649843576752536,1,20995.519874861402,1
29.33452018250913,1,1,15.93594440152009,2,1,3,3.0,0,5.0,2,3.5996439452472604,1,3,0,2.0,1,21673.86654798175,1
43.566480873107004,1,3,18.989343418999695,2,1,3,5.0,3,3.8563816727856928,1,6.571809163607154,0,2,0,1.5718091636071536,3,29391.906754916246,1
23.763203390348178,0,2,7.649601249075644,1,0,3,4.9071998215606225,0,4.0928001784393775,2,3.1856003568787554,1,4,0,2.0,1,20851.257598572483,1
29.68419419820749,0,1,13.828951450448127,2,1,3,4.942983816816042,0,5.0,1,2.285080915919788,0,3,0,1.0,1,17118.31580580179,1
45.086616689419714,0,1,10.620923822525553,2,1,2,4.577615477815694,3,3.0,2,4.267153566552918,0,1,1,0.4223845221843059,3,25632.682234590444,1
33.754627322812645,0,1,24.395822952656914,2,0,2,3.3773136614063235,3,3.754627322812647,0,1.3773136614063235,1,4,0,0.3773136614063236,3,28616.791645905312,1
32.19103653809253,1,2,13.254715384123372,2,1,3,5.872642307938314,1,3.127357692061686,0,5.808963461907471,0,3,0,1.936321153969157,2,24847.00709423655,1
30.451960856095354,1,1,12.350280122299337,2,1,3,4.0,0,5.0,3,3.6751400611496683,0,3,0,1.324859938850332,1,21642.223179205055,1
28.668521671007895,1,1,10.812158769437184,3,0,3,3.883977318651831,0,4.767954637303662,1,6.419886593259154,0,4,0,1.7679546373036614,1,22702.61875252585,1
35.21145874611341,1,3,15.915416501554638,2,1,3,4.0,2,3.0,1,5.8731247523319565,0,2,1,2.0422917492226813,2,23169.8608369658,1
27.870741898005473,0,1,30.43537094900274,1,0,3,4.0,0,3.4353709490027367,1,3.7414837960109475,0,3,0,1.4353709490027369,1,17539.224451388032,1
31.0,1,2,13.117264552985207,2,1,3,4.860341930876849,1,3.0,0,4.790512896315274,1,3,0,1.8603419308768492,2,21172.48880324193,1
27.89378243985454,1,1,15.311502595188363,3,0,3,4.688497404811637,0,3.0,2,2.8442487024058183,0,4,0,2.5327461072174553,1,22664.975233131274,1
39.73093422525035,0,2,9.269065774749645,2,0,4,4.648304507071327,1,3.0,3,2.3241522535356633,1,4,0,2.351695492928673,2,24697.256332536388,1
37.78231697782175,0,2,26.939451324396074,2,0,2,4.0,2,4.721768302217825,1,1.8608841511089125,0,3,0,0.8608841511089125,2,28620.905091706554,1
31.0,0,1,27.49153723250261,2,1,2,4.491537232502608,0,3.0,0,2.508462767497391,0,1,0,0.7457686162513044,1,24844.881521255036,1
27.0,1,1,23.622443867236917,3,1,3,4.0,0,3.875511226552616,1,3.875511226552616,0,2,1,2.0,1,21051.49795509379,1
45.27965065659831,0,2,7.645265129912104,2,1,3,4.0,2,4.634385526686199,0,1.7312289466276019,0,4,1,0.18280723665690046,2,25480.537542106744,1
45.835318224751305,1,2,19.55687881650087,3,0,2,1.5568788165008691,3,3.0,1,5.607802958747827,0,3,0,0.0,0,33668.35237078801,1
47.24158111533218,1,1,10.388801953586325,2,1,2,3.0,0,3.129600651195442,0,1.129600651195442,1,2,1,0.870399348804558,1,17462.42560716315,1
31.40886585131529,0,1,14.67610823141441,1,1,2,3.3238917685855887,1,5.0,1,5.647783537171177,0,3,0,0.6761082314144111,2,20339.522164628288,1
26.0,1,1,22.28008847318395,3,1,2,3.0,0,3.9439823053632095,1,2.9439823053632095,0,1,1,0.0,1,17373.224070778546,1
36.46206393680923,1,1,21.117223778832297,1,0,3,2.537936063190772,0,4.462063936809228,2,3.0,0,1,1,1.0,1,21420.731031968404,1
27.475406607850072,0,1,24.295120705799114,2,0,3,3.524593392149926,0,3.0,1,2.0,1,3,1,1.0,1,17524.96727445085,1
30.44037817797843,1,2,11.731320520577592,3,0,2,3.365660260288796,1,3.7313205205775914,1,1.6343397397112043,1,2,1,0.3656602602887957,1,17859.775846246932,1
24.004803766059325,0,2,6.001601255353108,1,0,3,3.0,0,4.000533751784369,2,2.0,1,4,0,0.001067503568738637,1,18202.077927760518,1
26.467312909966008,1,1,14.580767740009712,1,1,2,3.0,0,4.790383870004856,1,4.0,0,1,0,0.0,1,17094.951919350024,1
34.0,1,1,7.997141599011418,2,0,3,4.0,0,3.9971415990114183,2,2.501429200494291,0,3,1,1.4985707995057092,1,21374.46998678962,1
27.6148798800975,0,1,32.310720719415,1,1,3,4.770240239805,2,5.0,3,2.0,0,1,1,1.3851201199025,2,23693.11599100731,1
35.0,0,2,30.0,2,0,3,4.0,3,5.0,1,2.0,1,3,1,1.0,3,28628.0,1
38.0,1,1,9.0,0,1,4,5.0,0,3.0,2,8.0,1,3,0,1.9519354620233118,1,20768.0,1
33.0,1,1,16.0,3,0,3,4.0,0,5.0,3,2.0,0,4,1,1.889022475414852,1,22878.0,1
33.44096901700608,0,1,9.0,2,0,3,4.634424145286584,0,4.2688482905731675,3,4.0,0,3,0,1.3655758547134162,1,22176.322907051017,1
38.5617092739582,0,2,23.103270510485956,2,0,4,4.0,0,4.2292193817361206,3,2.77078061826388,0,3,0,2.77078061826388,1,21809.289663494026,1
20.01152500666246,0,1,12.002881251665615,2,0,2,3.9971187483343855,0,3.0,1,2.0,1,1,0,0.0,1,17925.884749933375,1
21.551476460373074,1,2,28.14104331457937,2,0,3,4.85895668542063,0,3.8589566854206296,1,3.4231299437381115,1,1,0,2.0,1,20800.551476460372,1
28.488184000045326,0,1,12.186023000005665,3,0,3,5.186023000005665,0,3.0,0,2.8139769999943343,0,2,0,2.0,1,21041.209654999915,1
48.593456657720935,0,1,14.343791906039867,3,0,2,3.552069364653378,3,4.104138729306756,0,3.687583812079733,0,3,0,0.8958612706932443,3,25025.917225413865,1
53.910582504812155,1,1,9.1684049986251,1,1,2,3.0,0,3.0,0,2.6631900027498006,0,1,0,0.5842024993125499,1,17468.484355012373,1
24.439307633221063,0,3,23.5520377820422,2,0,2,4.439307633221061,0,3.2803461833894696,2,2.0,1,2,1,1.0,1,16147.436349255895,1
28.546060622571098,1,1,11.711616147857418,2,0,2,2.2576767704285166,0,4.628838385214258,1,1.3711616147857417,0,3,0,1.0,1,17710.34045453307,1
45.65573718027079,0,2,12.479052706726844,2,0,2,3.0,0,3.2604736466365782,1,3.390710469954868,1,4,0,0.8697631766817108,1,17655.26047364664,1
34.26950363904121,0,1,29.574467248629112,2,1,3,5.2695036390412096,0,4.2695036390412096,1,5.1914890828763705,1,3,0,1.0,1,20989.38297816575,1
51.0,1,3,10.0,3,1,3,5.0,0,3.0,0,3.0,1,4,0,1.6477131710629216,1,21361.0,1
41.61127821331144,0,2,26.815037617748583,2,0,2,3.0,0,3.796240595562854,1,2.4075188088742916,1,4,0,1.0,1,18144.27894749318,1
28.459769650716176,0,1,22.754023034928384,2,0,2,2.5080460698567646,0,3.4919539301432354,1,1.2459769650716177,0,4,0,0.7540230349283823,1,17741.491953930145,1
46.74842927554913,0,3,15.5390801238233,2,0,2,4.856245300313787,4,3.035938674921553,1,1.1437546996862133,0,4,1,0.9640613250784467,0,27945.272178129762,1
26.210531292310343,1,1,22.131641153879297,2,1,3,5.2105312923103435,0,3.0,1,3.3947343538448282,0,2,0,2.3947343538448282,1,20971.0,1
29.0,1,1,9.0,2,1,3,4.13838540536702,0,3.0,2,4.20757810805053,0,3,0,2.0,1,22161.546953243647,1
56.234066082171026,1,1,27.485514620155477,2,0,3,4.125724268992226,3,3.0,0,3.0,0,2,1,1.0,3,28991.634415496897,1
51.5258068991359,0,3,18.94355174351923,1,1,3,3.7370965504320512,1,3.5258068991358975,0,5.5258068991358975,1,4,1,1.2629034495679488,2,25467.164510311235,1
36.15244913198802,0,3,11.0,1,1,3,4.0,2,4.97459181133533,3,2.02540818866467,0,3,1,1.9745918113353298,2,28254.23234117312,1
30.156595887134916,0,1,11.469787661404744,3,0,2,3.0,0,3.9478013709550286,1,1.2609931452248582,0,2,0,0.052198629044971634,1,17422.73078080663,1
42.22464283561373,0,3,25.232908209399156,2,0,2,2.271224477493558,4,3.6821938806266106,2,3.728775522506442,0,3,1,0.31780611937338954,0,28112.006021201665,1
38.06369171739794,1,2,11.46815414130103,1,1,2,3.0,0,3.936308282602061,0,4.468154141301031,0,1,0,1.4681541413010304,1,17079.913996163086,1
29.0,1,1,9.0,2,1,3,4.841649489250556,0,3.0,1,5.2624742338758335,0,3,1,1.579175255374722,1,22154.162680362868,1
43.2931732703135,0,1,28.951807924376205,1,0,3,4.0,0,3.085341336484325,1,4.82931732703135,1,4,0,1.914658663515675,1,21842.498994795857,1
50.26888181826203,1,2,9.87097914439918,2,1,3,4.956993048133061,0,3.0,0,3.0,1,3,0,1.0,1,21361.129020855602,1
29.665066715592626,0,3,18.66446673393986,1,1,3,4.333733321101843,1,4.333733321101843,3,6.00119996330553,0,2,1,2.3331333394490783,2,23996.67106653212,1
27.40978486838646,0,1,9.0,2,1,3,5.0,0,4.6466188596414355,2,2.1766905701792822,0,3,0,1.1766905701792822,1,21239.53007171054,1
28.217984665067032,0,1,13.013647296541752,2,0,2,4.0,0,4.782015334932967,1,2.089923325335164,0,3,0,0.43596933013406547,1,17557.730230023993,1
30.631417183598714,0,1,15.15708591799356,3,1,3,4.456194272133763,0,3.4561942721337626,1,3.0,0,4,1,1.0,1,21281.613280190126,1
28.201065430910575,0,1,8.09853503249796,3,0,3,5.0,0,4.099866821136178,1,3.0,0,3,1,1.1997336422723563,1,21274.399467284544,1
46.0,0,3,33.0,2,0,4,4.0,1,5.0,0,4.0,0,1,0,2.3760888876720276,2,22964.0,1
44.0,1,2,6.0,3,1,3,4.0,3,5.0,0,1.0,0,4,1,0.0,3,25482.0,1
28.822137405534768,1,1,24.355725188930464,1,1,3,4.911068702767384,0,3.0,1,6.644274811069534,0,3,0,2.0,1,21045.889312972326,1
37.38265359545705,1,1,32.4418379100055,2,1,4,4.0,0,5.0,1,2.4852039213628854,1,3,0,3.0,1,25351.161734640453,1
27.09382967087391,1,1,25.31580824300999,1,0,3,5.0,0,3.709382967087391,1,5.837531868349563,0,3,1,2.709382967087391,1,21229.231106592426,1
35.79538382332452,0,1,8.613848530026434,3,1,3,4.0,0,4.05115404416887,1,3.05115404416887,0,2,0,1.0511540441688696,1,22926.181535293297,1
50.560094498842176,0,1,14.09426546453382,2,1,2,5.0,3,3.062843643022546,2,2.968578178488727,0,1,0,0.03142182151127293,3,25653.833462224375,1
36.84659702457466,1,3,9.208601275182286,1,0,2,3.263799574939238,2,4.472400850121524,3,1.2637995749392381,1,3,1,1.0,2,24605.47816216959,1
28.330242779336405,1,1,25.376601089290325,2,0,2,3.3302427793364053,0,4.330242779336405,1,3.6512138966820267,1,2,0,0.33024277933640533,1,17406.679028882656,1
34.939341143136346,0,2,11.718197657059097,2,0,2,4.81213177137273,0,3.1878682286272695,0,1.375736457254539,0,4,1,1.0,1,17352.03327525745,1
19.26667519666198,0,2,13.333375983309889,3,0,4,4.266675196661978,0,4.0,2,3.0,1,4,0,1.5333503933239552,1,20550.933171263423,1
27.82543050205495,1,1,27.17456949794505,3,1,3,4.275143500684983,0,3.0,1,3.0,0,4,0,1.724856499315017,1,21058.30172200822,1
33.83529470523828,0,2,24.468235764190624,2,1,3,3.8776470196507815,3,3.1223529803492185,1,3.755294039301563,0,4,1,0.8776470196507814,3,26840.223529803494,1
26.624852275740235,0,3,11.916686363234636,3,1,2,4.916686363234636,1,3.041656818382682,3,2.958343181617318,0,3,0,1.9166863632346351,2,24419.20899316836,1
37.614114522447785,1,2,20.444695987751313,2,0,3,4.0,0,3.7952951591840725,0,2.6023524204079638,0,3,1,1.3976475795920362,1,21381.98823789796,1
26.09847225617551,0,1,8.614600647758675,3,0,2,4.0,0,4.237690967978061,1,2.0,0,3,0,0.23769096797806133,1,17596.95076387191,1
30.360648883939305,0,3,19.995892215416543,2,1,2,2.909837779015174,1,3.909837779015174,2,3.7295133370455225,0,2,1,1.545081110492413,2,20314.008215569167,1
33.069010519174384,0,1,28.784178995572926,2,0,3,5.0,0,4.267252629793595,3,2.5345052595871906,0,3,0,2.4654947404128094,1,22164.215821004425,1
53.38408767471301,0,1,13.65941604646957,3,0,2,3.78019465117681,3,4.56038930235362,0,2.3188320929391404,0,3,1,0.43961069764638006,3,25016.79221395293,1
50.15874426317071,0,1,13.947853864668977,2,1,3,5.868481733083622,3,3.0,1,4.394554800749134,0,1,1,1.131518266916378,3,29322.60775105643,1
29.571388679568848,1,1,25.428611320431152,3,1,3,4.857129559856283,0,3.0,1,3.0,0,3,0,1.8571295598562823,1,21065.285554718277,1
25.178198629264003,0,2,24.054975645521786,1,1,2,1.849289193496888,0,4.1507108065031115,2,2.0,0,3,1,1.0,1,16056.179143066627,1
30.14577417487184,0,1,8.847230110017088,2,1,3,3.9236150550085442,0,3.0,2,7.694460220034176,0,3,0,1.0,1,23053.7364345107,1
47.44322291213572,1,2,15.18192776569525,2,1,3,3.6174196764293645,3,5.0,1,3.2954819414238123,0,3,1,0.7651606471412709,3,25468.992268998598,1
25.95492984114379,1,2,12.42586444436423,2,1,2,3.3677336508051097,0,3.0,2,2.0,0,5,0,0.0,1,16088.722406666908,1
31.72782566503376,1,1,10.634783814189259,2,0,4,4.818260809290537,0,3.1817391907094628,2,2.0,1,4,0,1.181739190709463,1,22396.91390936672,1
28.306522876416572,1,1,26.693477123583428,3,1,3,4.435507625472191,0,3.0,1,3.0,0,4,0,1.5644923745278092,1,21060.226091505665,1
47.369118403599046,0,1,23.988894288538226,1,0,3,4.0,0,4.332099365393137,0,2.0,0,3,1,1.6679006346068634,1,23667.900048596843,1
23.974588883523452,0,1,18.189337006632897,1,0,3,4.3418037054921825,0,4.0,0,3.0,0,3,0,2.0,1,20875.695066602282,1
29.826814095484288,0,1,30.26097344221204,2,0,2,3.739026557787959,0,3.260973442212041,1,4.956106231151835,1,2,0,0.26097344221204133,1,17026.43415934673,1
34.7767366144948,0,2,20.465267710103927,3,0,3,4.223263385505196,2,3.0,1,5.330209843484411,0,3,1,1.7767366144948036,2,23172.018740939093,1
33.08838069945896,1,3,15.358140041144644,1,0,3,5.358140041144645,1,4.283719917710711,3,5.851159753132133,0,2,1,2.0,2,24011.162800822894,1
26.005452632833457,1,1,15.85870075223813,2,0,4,4.429350376119065,0,5.0,1,5.146751880595326,1,3,0,2.0,1,21078.576102256713,1
37.75098236428346,0,1,17.182889851945593,1,0,3,3.295722462986398,0,3.0,1,3.704277537013602,1,2,0,2.0,1,21112.15953743831,1
41.41383838488093,0,2,12.336992653858225,2,0,2,4.326014692283552,0,3.0,1,1.0,0,4,0,1.336992653858224,1,17346.9560881537,1
25.935438325760884,0,2,10.387056289565232,1,0,3,4.0,0,3.4516179638043463,1,4.7419101809782696,0,5,1,2.0,1,17177.290292217174,1
34.60372442576808,0,1,21.309571607849385,1,1,2,4.0,0,3.1207448851536155,1,1.6037244257680765,0,4,0,1.0,1,23503.98458121007,1
41.97325972414922,0,2,27.29767963219896,2,0,2,3.0,0,3.67558009195026,1,2.64883981609948,1,4,0,1.0,1,18146.812818069044,1
34.20444877057082,0,3,10.906073497257223,3,1,2,3.906073497257224,1,3.546963251371388,3,2.453036748628612,0,3,0,0.9060734972572237,2,24385.353462158117,1
35.31905248115058,0,1,10.042842556548262,3,1,3,4.0,0,4.1702368797123555,1,3.170236879712355,0,2,0,1.0,1,22924.276209924603,1
35.150827480532165,1,3,21.87990534413524,2,0,4,5.21229312986696,0,3.0,0,4.21229312986696,1,2,1,1.7877068701330405,1,23227.153664123336,1
31.0,0,1,26.0,2,1,3,3.0,3,3.0,0,4.0,0,3,1,0.0,3,24824.0,1
51.0,1,3,10.0,3,1,3,5.0,0,3.0,0,3.0,1,4,0,1.7929050818234287,1,21361.0,1
27.086033286023927,1,1,17.238361071686604,2,0,3,3.0,0,3.1523277856626786,1,2.0,1,3,1,0.8476722143373212,1,17508.449905216505,1
30.804358299631186,1,1,8.105992661992882,3,0,3,4.2010895749077966,0,3.1005447874538983,0,2.502723937269492,0,3,1,1.0,1,23463.99455212546,1
46.76823938662514,0,3,19.289864568201935,2,1,3,3.420270863596132,4,4.420270863596132,2,3.7391874092116053,1,4,1,2.0,0,32417.73853220328,1
50.31116281980753,0,3,16.87670186569951,2,0,3,2.8747568763286413,3,4.0,1,5.937378438164321,0,1,1,1.8747568763286415,2,28145.256321215456,1
45.0,1,1,17.0,2,1,4,4.0,0,3.0,3,3.0,1,3,1,2.206583611429886,1,21614.0,1
27.42020264448474,0,1,7.053198237010175,1,1,2,3.0,0,4.053198237010175,0,4.1595947110305245,0,3,0,0.0,1,17049.574414103918,1
31.94028351102911,0,3,11.373479246330454,3,0,2,5.0,2,3.119432977941779,0,2.2985824448544467,0,2,0,1.0597164889708894,2,25398.44737128676,1
41.32835771845397,1,1,18.32835771845397,1,0,2,3.32835771845397,2,3.0,0,2.32835771845397,0,4,1,1.0,4,35752.6996884737,1
30.253373720695308,0,1,13.266868603476533,3,1,3,4.582208759768231,0,3.582208759768231,0,3.0,0,4,1,1.8355824804635377,1,21279.849077363244,1
44.00979110641238,1,3,15.039164425649513,2,1,2,3.970626680762864,0,4.980417787175243,1,4.029373319237136,0,1,1,1.9804177871752429,0,34186.41645505307,1
28.56504733330654,0,1,16.152429000040186,2,0,3,3.760841222217757,0,3.239158777782243,0,5.804206111088785,0,4,0,1.760841222217757,1,17187.174763333467,1
43.06147471057367,0,2,7.0,2,0,2,3.1229494211473434,1,4.0,2,4.65368677643418,0,3,0,0.5307373552868359,2,17366.692626447133,1
31.556701345826507,1,1,32.0,2,1,3,5.349042664881927,0,3.650957335118073,2,4.952872005354218,0,2,0,1.0,1,20984.01914670236,1
34.0,0,2,29.0,2,0,2,3.0,3,5.0,1,1.0,1,3,1,0.0,3,24950.0,1
29.509651656412778,0,3,18.82577102756757,1,1,2,3.1225870858968054,1,4.1225870858968054,2,4.367761257690416,0,2,1,1.4387064570515973,2,20316.348457944863,1
51.207776175562834,0,2,18.55385602065445,3,1,2,1.6692159690183237,3,3.0,1,7.223071989672775,0,3,0,1.446143979345549,0,28701.915231679857,1
26.204981209526817,0,1,8.795018790473183,1,1,2,3.0,0,5.0,1,1.0,0,3,0,1.0,1,18089.496146218866,1
38.68243839231636,1,2,11.176881600823247,1,1,3,4.725627200274416,0,3.0,1,5.274372799725584,0,2,0,1.725627200274416,1,21167.884408004116,1
31.281592571401465,0,1,8.619734571433089,2,0,3,4.760530857133822,0,3.0,3,6.098672857165446,0,3,0,2.0,1,23083.576456571147,1
28.68822533538372,0,1,6.519624441027133,1,0,2,4.0,0,4.792150223589147,1,6.480375558972867,0,2,0,1.8960751117945733,1,17362.41569955282,1
37.52805560966418,0,1,11.820139024160458,2,0,4,4.0,0,4.152805560966418,1,3.152805560966418,0,2,0,1.3056111219328366,1,22932.65380575576,1
32.52117631306042,0,2,32.94544111739766,3,0,2,3.6848529608674467,1,5.0,2,4.424264804337234,0,1,1,1.3151470391325533,2,21688.751618099952,1
33.31484789970184,1,2,7.552474649950306,2,0,3,5.276237324975153,0,3.0,1,7.447525350049694,1,2,0,1.723762675024847,1,21471.922778850545,1
44.0,0,1,20.743146533934272,2,0,3,3.0,2,3.0,0,2.0366933522951043,0,3,0,1.0,2,22978.0,1
30.58179554274577,1,1,19.181629522881416,2,0,2,3.4727348190847436,0,3.0,1,4.363674095423717,1,3,0,0.47273481908474346,1,17797.363674095424,1
38.18715807217113,1,1,9.28073710825669,0,1,3,4.906420963914437,0,3.0,1,7.719262891743311,0,2,0,1.093579036085563,1,20767.62568385566,1
45.88626054817084,1,3,13.097025594512054,3,0,3,4.836118976219518,1,3.8361189762195176,2,2.1638810237804824,0,1,0,1.0,2,26533.554814840856,1
